bhk,rent,size,bathroom,log_rent,log_size,floor_number,total_floors,is_ground_floor,is_top_floor,floor_ratio,furnishing_encoded,area type_Super Area,city_Chennai,city_Delhi,city_Hyderabad,city_Kolkata,city_Mumbai,tenant preferred_Bachelors/Family,tenant preferred_Family,point of contact_Contact Owner
2,6000,600,1,8.699681400989514,6.398594934535208,1.0,2.0,0,0,0.5,1,True,False,False,False,True,False,True,False,True
2,10000,800,1,9.210440366976517,6.68586094706836,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,11000,2000,1,9.305741456739435,7.601402334583733,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,6000,660,1,8.699681400989514,6.493753839851686,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
2,7900,650,1,8.974744612722734,6.478509642208569,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,False,True,True
2,9000,400,2,9.105090961257085,5.993961427306569,2.0,3.0,0,0,0.667,0,False,False,False,False,True,False,False,False,True
1,4000,300,1,8.294299608857235,5.707110264748875,0.0,4.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,6500,1600,1,8.77971129020447,7.3783837129967145,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
1,8000,400,1,8.987321812850125,5.993961427306569,1.0,2.0,0,0,0.5,1,True,False,False,False,True,False,False,False,False
2,7000,1000,1,8.853808274977197,6.90875477931522,1.0,1.0,0,1,1.0,0,True,False,False,False,True,False,True,False,True
1,5300,355,1,8.575650760987806,5.87493073085203,1.0,1.0,0,1,1.0,1,False,False,False,False,True,False,True,False,False
2,6000,1000,1,8.699681400989514,6.90875477931522,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,8500,800,1,9.04793908261736,6.68586094706836,4.0,5.0,0,0,0.8,0,True,False,False,False,True,False,True,False,True
2,12500,850,2,9.433563920090563,6.7464121285733745,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
1,7500,350,1,8.922791623969637,5.860786223465865,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,15000,900,2,9.61587214452889,6.803505257608338,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,6000,550,1,8.699681400989514,6.311734809152915,1.0,1.0,0,1,1.0,1,True,False,False,False,True,False,True,False,True
2,5000,500,2,8.517393171418904,6.2166061010848646,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,22000,1100,1,9.99884318585288,7.00397413672268,2.0,3.0,0,0,0.667,0,False,False,False,False,True,False,True,False,True
2,15000,850,1,9.61587214452889,6.7464121285733745,1.0,2.0,0,0,0.5,1,False,False,False,False,True,False,True,False,True
2,12500,800,1,9.433563920090563,6.68586094706836,2.0,2.0,0,1,1.0,0,False,False,False,False,True,False,False,False,False
2,7000,630,1,8.853808274977197,6.447305862541213,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
2,21000,900,2,9.952325334619427,6.803505257608338,1.0,2.0,0,0,0.5,1,False,False,False,False,True,False,False,False,True
1,10000,270,1,9.210440366976517,5.602118820879701,1.0,2.0,0,0,0.5,1,False,False,False,False,True,False,True,False,True
2,7200,630,1,8.881975184248867,6.447305862541213,0.0,1.0,1,0,0.0,1,False,False,False,False,True,False,True,False,True
3,12000,1500,2,9.392745258631441,7.313886831633462,0.0,2.0,1,0,0.0,2,False,False,False,False,True,False,False,False,True
1,5000,600,1,8.517393171418904,6.398594934535208,2.0,5.0,0,0,0.4,0,True,False,False,False,True,False,True,False,True
2,8500,700,1,9.04793908261736,6.55250788703459,4.0,14.0,0,0,0.286,1,False,False,False,False,True,False,True,False,True
1,6000,300,1,8.699681400989514,5.707110264748875,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,10000,1300,2,9.210440366976517,7.170888478512505,0.0,1.0,1,0,0.0,1,True,False,False,False,True,False,False,True,True
2,4600,400,1,8.434028950155469,5.993961427306569,3.0,3.0,0,1,1.0,1,False,False,False,False,True,False,False,False,True
2,12000,650,2,9.392745258631441,6.478509642208569,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,False,True,True
3,30000,2000,2,10.308985993422082,7.601402334583733,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
3,15000,1068,2,9.61587214452889,6.974478911025045,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
1,7500,150,1,8.922791623969637,5.017279836814924,1.0,1.0,0,1,1.0,2,True,False,False,False,True,False,True,False,True
1,7500,450,1,8.922791623969637,6.111467339502679,2.0,2.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
2,5000,800,1,8.517393171418904,6.68586094706836,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,15000,1000,2,9.61587214452889,6.90875477931522,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,11000,900,1,9.305741456739435,6.803505257608338,5.0,5.0,0,1,1.0,1,True,False,False,False,True,False,False,False,True
1,7000,600,1,8.853808274977197,6.398594934535208,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,6000,1200,1,8.699681400989514,7.0909098220799835,1.0,1.0,0,1,1.0,0,True,False,False,False,True,False,True,False,True
2,6000,1200,2,8.699681400989514,7.0909098220799835,2.0,2.0,0,1,1.0,1,True,False,False,False,True,False,False,False,True
2,7000,650,2,8.853808274977197,6.478509642208569,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,8500,720,2,9.04793908261736,6.580639137284949,4.0,4.0,0,1,1.0,1,False,False,False,False,True,False,True,False,True
1,5000,300,1,8.517393171418904,5.707110264748875,1.0,3.0,0,0,0.333,0,False,False,False,False,True,False,False,False,True
3,30000,1200,3,10.308985993422082,7.0909098220799835,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,False
2,10000,700,2,9.210440366976517,6.55250788703459,7.0,8.0,0,0,0.875,0,False,False,False,False,True,False,True,False,True
3,30000,2000,2,10.308985993422082,7.601402334583733,1.0,3.0,0,0,0.333,1,True,False,False,False,True,False,True,False,True
1,3500,250,1,8.160803920954665,5.5254529391317835,0.0,4.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,8000,1100,1,8.987321812850125,7.00397413672268,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
1,5000,300,1,8.517393171418904,5.707110264748875,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,7500,600,1,8.922791623969637,6.398594934535208,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,6500,800,1,8.77971129020447,6.68586094706836,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
1,7500,680,1,8.922791623969637,6.523562306149512,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
1,7500,680,1,8.922791623969637,6.523562306149512,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,16000,850,1,9.680406499268875,6.7464121285733745,1.0,4.0,0,0,0.25,1,False,False,False,False,True,False,False,False,False
2,16000,850,1,9.680406499268875,6.7464121285733745,1.0,2.0,0,0,0.5,1,False,False,False,False,True,False,False,False,False
2,6500,700,1,8.77971129020447,6.55250788703459,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,False,False,True
3,40000,1500,2,10.596659732783579,7.313886831633462,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,12500,950,2,9.433563920090563,6.85751406254539,1.0,4.0,0,0,0.25,1,True,False,False,False,True,False,True,False,True
2,5500,500,1,8.612685172875459,6.2166061010848646,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
1,5000,450,1,8.517393171418904,6.111467339502679,2.0,4.0,0,0,0.5,1,False,False,False,False,True,False,True,False,True
2,6500,700,1,8.77971129020447,6.55250788703459,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,False,False,True
1,8000,500,1,8.987321812850125,6.2166061010848646,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
3,14500,1800,2,9.581972891547895,7.496097345175956,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
1,8200,500,1,9.012011377036412,6.2166061010848646,1.0,3.0,0,0,0.333,1,False,False,False,False,True,False,True,False,True
2,15000,480,2,9.61587214452889,6.175867270105761,0.0,3.0,1,0,0.0,2,False,False,False,False,True,False,True,False,True
6,20000,1000,2,9.90353755128617,6.90875477931522,1.0,1.0,0,1,1.0,1,True,False,False,False,True,False,True,False,True
2,6700,800,1,8.81001204797317,6.68586094706836,1.0,2.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
1,10000,435,1,9.210440366976517,6.077642243349034,2.0,3.0,0,0,0.667,0,True,False,False,False,True,False,True,False,True
2,7000,700,2,8.853808274977197,6.55250788703459,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,True,False,False
2,22000,800,1,9.99884318585288,6.68586094706836,4.0,4.0,0,1,1.0,2,True,False,False,False,True,False,True,False,False
2,6500,450,1,8.77971129020447,6.111467339502679,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
2,8500,550,1,9.04793908261736,6.311734809152915,2.0,3.0,0,0,0.667,1,False,False,False,False,True,False,True,False,False
2,18000,800,2,9.798182590890704,6.68586094706836,0.0,4.0,1,0,0.0,0,False,False,False,False,True,False,False,False,False
2,12000,550,2,9.392745258631441,6.311734809152915,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,False,True,True
1,9000,600,1,9.105090961257085,6.398594934535208,2.0,4.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
1,6000,500,1,8.699681400989514,6.2166061010848646,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,20000,1000,2,9.90353755128617,6.90875477931522,1.0,2.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
1,5000,300,1,8.517393171418904,5.707110264748875,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,True,False,True
2,12000,1200,2,9.392745258631441,7.0909098220799835,1.0,3.0,0,0,0.333,2,True,False,False,False,True,False,True,False,True
2,10000,500,1,9.210440366976517,6.2166061010848646,3.0,4.0,0,0,0.75,1,False,False,False,False,True,False,True,False,True
4,18000,1200,2,9.798182590890704,7.0909098220799835,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,False,True,True
2,15000,900,2,9.61587214452889,6.803505257608338,1.0,2.0,0,0,0.5,1,False,False,False,False,True,False,True,False,False
3,22000,1300,3,9.99884318585288,7.170888478512505,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,False
4,35000,1600,3,10.463131911491967,7.3783837129967145,1.0,5.0,0,0,0.2,0,False,False,False,False,True,False,True,False,False
3,21000,1450,2,9.952325334619427,7.280008252884188,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,False,True,True
2,25000,1100,2,10.12667110305036,7.00397413672268,2.0,2.0,0,1,1.0,2,True,False,False,False,True,False,False,False,False
2,180000,950,2,12.100717685412471,6.85751406254539,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
1,6000,600,1,8.699681400989514,6.398594934535208,8.0,5.0,0,0,1.6,0,False,False,False,False,True,False,True,False,True
2,14000,700,2,9.546884034617925,6.55250788703459,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,8000,750,1,8.987321812850125,6.621405651764134,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,False,True,True
2,8000,1000,1,8.987321812850125,6.90875477931522,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
1,6000,220,1,8.699681400989514,5.3981627015177525,0.0,2.0,1,0,0.0,2,True,False,False,False,True,False,True,False,True
1,8000,300,1,8.987321812850125,5.707110264748875,1.0,3.0,0,0,0.333,1,False,False,False,False,True,False,False,False,False
1,6000,300,1,8.699681400989514,5.707110264748875,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,False
1,20000,700,1,9.90353755128617,6.55250788703459,1.0,2.0,0,0,0.5,1,True,False,False,False,True,False,True,False,True
3,12000,800,2,9.392745258631441,6.68586094706836,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
3,15000,1600,2,9.61587214452889,7.3783837129967145,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
2,14000,1000,2,9.546884034617925,6.90875477931522,1.0,3.0,0,0,0.333,0,False,False,False,False,True,False,True,False,True
1,5000,20,1,8.517393171418904,3.044522437723423,2.0,3.0,0,0,0.667,0,True,False,False,False,True,False,True,False,True
2,7000,400,1,8.853808274977197,5.993961427306569,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
1,3900,200,1,8.268988209506656,5.303304908059076,2.0,2.0,0,1,1.0,2,True,False,False,False,True,False,True,False,True
3,14000,840,2,9.546884034617925,6.734591659972948,1.0,4.0,0,0,0.25,0,False,False,False,False,True,False,False,False,True
1,6300,300,1,8.748463629942055,5.707110264748875,1.0,1.0,0,1,1.0,0,False,False,False,False,True,False,True,False,False
2,13000,550,2,9.472781556562168,6.311734809152915,1.0,2.0,0,0,0.5,2,False,False,False,False,True,False,True,False,False
1,6800,300,1,8.824824939175638,5.707110264748875,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,True,False,False
2,8000,800,2,8.987321812850125,6.68586094706836,1.0,1.0,0,1,1.0,0,True,False,False,False,True,False,True,False,True
2,10000,740,1,9.210440366976517,6.608000625296087,0.0,6.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
2,18000,1300,2,9.798182590890704,7.170888478512505,1.0,1.0,0,1,1.0,0,True,False,False,False,True,False,True,False,True
2,8000,650,1,8.987321812850125,6.478509642208569,0.0,1.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,8000,490,1,8.987321812850125,6.19644412779452,1.0,1.0,0,1,1.0,1,True,False,False,False,True,False,True,False,True
1,4700,250,1,8.45553053102413,5.5254529391317835,2.0,2.0,0,1,1.0,2,True,False,False,False,True,False,True,False,True
1,4700,250,1,8.45553053102413,5.5254529391317835,0.0,1.0,1,0,0.0,2,True,False,False,False,True,False,True,False,True
1,4500,450,1,8.412054873292933,6.111467339502679,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
1,6000,300,1,8.699681400989514,5.707110264748875,0.0,1.0,1,0,0.0,1,False,False,False,False,True,False,True,False,True
2,16000,750,2,9.680406499268875,6.621405651764134,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
1,4700,250,1,8.45553053102413,5.5254529391317835,1.0,2.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
2,14000,751,1,9.546884034617925,6.62273632394984,3.0,3.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
2,9000,900,1,9.105090961257085,6.803505257608338,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,False,False,True
2,5000,400,1,8.517393171418904,5.993961427306569,1.0,3.0,0,0,0.333,1,False,False,False,False,True,False,True,False,True
2,17500,1000,2,9.770013301136158,6.90875477931522,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,True,False,False
2,8500,1000,1,9.04793908261736,6.90875477931522,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,15000,1500,2,9.61587214452889,7.313886831633462,1.0,1.0,0,1,1.0,1,False,False,False,False,True,False,False,True,True
2,12500,750,2,9.433563920090563,6.621405651764134,1.0,3.0,0,0,0.333,0,False,False,False,False,True,False,True,False,True
1,13000,1200,1,9.472781556562168,7.0909098220799835,2.0,4.0,0,0,0.5,1,True,False,False,False,True,False,True,False,True
2,8000,700,1,8.987321812850125,6.55250788703459,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,8000,700,1,8.987321812850125,6.55250788703459,4.0,4.0,0,1,1.0,2,False,False,False,False,True,False,True,False,True
2,8000,1000,1,8.987321812850125,6.90875477931522,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,7000,1200,2,8.853808274977197,7.0909098220799835,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
2,2200,550,1,7.696667081526462,6.311734809152915,2.0,3.0,0,0,0.667,2,True,False,False,False,True,False,True,False,True
2,8000,800,1,8.987321812850125,6.68586094706836,0.0,4.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
2,5500,280,1,8.612685172875459,5.638354669333745,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,False,False,True
3,20000,1100,3,9.90353755128617,7.00397413672268,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,7000,950,1,8.853808274977197,6.85751406254539,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,False
1,3500,250,1,8.160803920954665,5.5254529391317835,1.0,2.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
2,5000,1000,1,8.517393171418904,6.90875477931522,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
3,20000,1000,2,9.90353755128617,6.90875477931522,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,True,False,True
2,7000,650,1,8.853808274977197,6.478509642208569,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,10000,700,2,9.210440366976517,6.55250788703459,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
2,7000,700,1,8.853808274977197,6.55250788703459,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
3,12000,1000,2,9.392745258631441,6.90875477931522,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,14500,900,2,9.581972891547895,6.803505257608338,1.0,4.0,0,0,0.25,0,False,False,False,False,True,False,False,False,True
1,6000,700,1,8.699681400989514,6.55250788703459,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
2,9500,700,2,9.15915233520675,6.55250788703459,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
2,10000,450,2,9.210440366976517,6.111467339502679,2.0,1.0,0,0,2.0,1,False,False,False,False,True,False,True,False,True
1,3500,120,1,8.160803920954665,4.795790545596741,0.0,3.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,9000,800,2,9.105090961257085,6.68586094706836,1.0,2.0,0,0,0.5,1,True,False,False,False,True,False,True,False,True
3,40000,1220,2,10.596659732783579,7.107425474110705,2.0,3.0,0,0,0.667,0,False,False,False,False,True,False,True,False,True
3,16500,1100,1,9.711176264112805,7.00397413672268,0.0,3.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
3,8000,700,2,8.987321812850125,6.55250788703459,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,False,True,True
2,12000,800,1,9.392745258631441,6.68586094706836,0.0,3.0,1,0,0.0,2,True,False,False,False,True,False,True,False,True
2,6500,670,1,8.77971129020447,6.508769136971682,2.0,2.0,0,1,1.0,0,True,False,False,False,True,False,False,True,True
4,40000,1300,3,10.596659732783579,7.170888478512505,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
1,5000,190,1,8.517393171418904,5.25227342804663,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,9000,700,1,9.105090961257085,6.55250788703459,0.0,2.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
1,7000,240,1,8.853808274977197,5.484796933490655,0.0,4.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
2,18000,850,1,9.798182590890704,6.7464121285733745,2.0,4.0,0,0,0.5,1,False,False,False,False,True,False,False,True,True
1,9000,950,2,9.105090961257085,6.85751406254539,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
1,5500,450,1,8.612685172875459,6.111467339502679,1.0,2.0,0,0,0.5,2,False,False,False,False,True,False,True,False,True
2,7500,800,1,8.922791623969637,6.68586094706836,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
2,4000,600,1,8.294299608857235,6.398594934535208,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,True,False,True
3,10500,800,2,9.259225769705994,6.68586094706836,2.0,2.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
3,15000,1100,2,9.61587214452889,7.00397413672268,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,15000,800,1,9.61587214452889,6.68586094706836,0.0,2.0,1,0,0.0,2,False,False,False,False,True,False,True,False,True
1,50000,2200,3,10.819798284210286,7.696667081526462,2.0,5.0,0,0,0.4,2,True,False,False,False,True,False,True,False,True
2,12000,950,2,9.392745258631441,6.85751406254539,1.0,1.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
2,11000,550,1,9.305741456739435,6.311734809152915,2.0,3.0,0,0,0.667,0,False,False,False,False,True,False,True,False,True
2,12000,1800,2,9.392745258631441,7.496097345175956,1.0,1.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
2,8000,1000,1,8.987321812850125,6.90875477931522,0.0,2.0,1,0,0.0,2,True,False,False,False,True,False,True,False,True
2,18000,600,2,9.798182590890704,6.398594934535208,0.0,3.0,1,0,0.0,1,True,False,False,False,True,False,True,False,True
2,8000,750,2,8.987321812850125,6.621405651764134,2.0,4.0,0,0,0.5,1,False,False,False,False,True,False,True,False,True
2,7000,685,1,8.853808274977197,6.530877627725885,2.0,3.0,0,0,0.667,0,True,False,False,False,True,False,True,False,False
1,6500,44,1,8.77971129020447,3.8066624897703196,0.0,1.0,1,0,0.0,2,False,False,False,False,True,False,True,False,True
4,13000,1200,1,9.472781556562168,7.0909098220799835,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
2,9000,500,1,9.105090961257085,6.2166061010848646,0.0,2.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
4,10000,1110,2,9.210440366976517,7.01301578963963,2.0,2.0,0,1,1.0,0,False,False,False,False,True,False,True,False,True
2,12000,1000,2,9.392745258631441,6.90875477931522,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
2,5000,392,1,8.517393171418904,5.973809611869261,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,6000,700,1,8.699681400989514,6.55250788703459,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
1,5200,750,1,8.556606193773073,6.621405651764134,2.0,4.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
3,15000,1500,2,9.61587214452889,7.313886831633462,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,False,True,True
2,9000,900,2,9.105090961257085,6.803505257608338,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
1,24000,710,1,10.085850775128717,6.566672429803241,1.0,1.0,0,1,1.0,2,True,False,False,False,True,False,False,False,False
1,5500,400,1,8.612685172875459,5.993961427306569,0.0,3.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
1,10000,700,1,9.210440366976517,6.55250788703459,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,False,False,True
2,15000,1000,1,9.61587214452889,6.90875477931522,0.0,2.0,1,0,0.0,1,False,False,False,False,True,False,True,False,True
1,4700,250,1,8.45553053102413,5.5254529391317835,1.0,2.0,0,0,0.5,2,True,False,False,False,True,False,True,False,True
1,5000,500,1,8.517393171418904,6.2166061010848646,0.0,3.0,1,0,0.0,1,False,False,False,False,True,False,True,False,True
2,5000,450,1,8.517393171418904,6.111467339502679,2.0,2.0,0,1,1.0,1,False,False,False,False,True,False,True,False,True
3,15000,1400,1,9.61587214452889,7.244941546337007,1.0,3.0,0,0,0.333,0,True,False,False,False,True,False,True,False,True
1,5000,500,1,8.517393171418904,6.2166061010848646,1.0,1.0,0,1,1.0,1,False,False,False,False,True,False,True,False,True
2,6000,700,1,8.699681400989514,6.55250788703459,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,18000,1200,1,9.798182590890704,7.0909098220799835,1.0,3.0,0,0,0.333,1,False,False,False,False,True,False,True,False,True
2,8000,450,1,8.987321812850125,6.111467339502679,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,False,False,True
1,13000,500,1,9.472781556562168,6.2166061010848646,2.0,2.0,0,1,1.0,2,False,False,False,False,True,False,False,False,False
2,7500,400,1,8.922791623969637,5.993961427306569,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,True,False,True
3,12000,1000,2,9.392745258631441,6.90875477931522,0.0,1.0,1,0,0.0,0,True,False,False,False,True,False,True,False,True
2,11000,750,1,9.305741456739435,6.621405651764134,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
1,6000,450,1,8.699681400989514,6.111467339502679,0.0,2.0,1,0,0.0,0,True,False,False,False,True,False,False,True,True
3,20000,1000,2,9.90353755128617,6.90875477931522,1.0,2.0,0,0,0.5,0,False,False,False,False,True,False,False,False,False
2,7000,500,2,8.853808274977197,6.2166061010848646,1.0,1.0,0,1,1.0,0,False,False,False,False,True,False,False,False,True
4,30000,1600,2,10.308985993422082,7.3783837129967145,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,False,False,False
2,7500,550,1,8.922791623969637,6.311734809152915,0.0,1.0,1,0,0.0,0,False,False,False,False,True,False,False,False,True
1,6500,550,2,8.77971129020447,6.311734809152915,1.0,2.0,0,0,0.5,0,True,False,False,False,True,False,True,False,True
1,3000,200,1,8.006700845440367,5.303304908059076,2.0,3.0,0,0,0.667,0,True,False,False,False,True,False,True,False,True
